1,1,2,29,0,0,211.3375
1,1,1,0.9167,1,2,151.55
-1,1,2,2,1,2,151.55
-1,1,1,30,1,2,151.55
-1,1,2,25,1,2,151.55
1,1,1,48,0,0,26.55
1,1,2,63,1,0,77.9583
-1,1,1,39,0,0,0
1,1,2,53,2,0,51.4792
-1,1,1,71,0,0,49.5042
-1,1,1,47,1,0,227.525
1,1,2,18,1,0,227.525
1,1,2,24,0,0,69.3
1,1,2,26,0,0,78.85
1,1,1,80,0,0,30
-1,1,1,,0,0,25.925
-1,1,1,24,0,1,247.5208
1,1,2,50,0,1,247.5208
1,1,2,32,0,0,76.2917
-1,1,1,36,0,0,75.2417
1,1,1,37,1,1,52.5542
1,1,2,47,1,1,52.5542
1,1,1,26,0,0,30
1,1,2,42,0,0,227.525
1,1,2,29,0,0,221.7792
-1,1,1,25,0,0,26
1,1,1,25,1,0,91.0792
1,1,2,19,1,0,91.0792
1,1,2,35,0,0,135.6333
1,1,1,28,0,0,26.55
-1,1,1,45,0,0,35.5
1,1,1,40,0,0,31
1,1,2,30,0,0,164.8667
1,1,2,58,0,0,26.55
-1,1,1,42,0,0,26.55
1,1,2,45,0,0,262.375
1,1,2,22,0,1,55
1,1,1,,0,0,26.55
-1,1,1,41,0,0,30.5
-1,1,1,48,0,0,50.4958
-1,1,1,,0,0,39.6
1,1,2,44,0,0,27.7208
1,1,2,59,2,0,51.4792
1,1,2,60,0,0,76.2917
1,1,2,41,0,0,134.5
-1,1,1,45,0,0,26.55
-1,1,1,,0,0,31
1,1,1,42,0,0,26.2875
1,1,2,53,0,0,27.4458
1,1,1,36,0,1,512.3292
1,1,2,58,0,1,512.3292
-1,1,1,33,0,0,5
-1,1,1,28,0,0,47.1
-1,1,1,17,0,0,47.1
1,1,1,11,1,2,120
1,1,2,14,1,2,120
1,1,1,36,1,2,120
1,1,2,36,1,2,120
-1,1,1,49,0,0,26
1,1,2,,0,0,27.7208
-1,1,1,36,1,0,78.85
1,1,2,76,1,0,78.85
-1,1,1,46,1,0,61.175
1,1,2,47,1,0,61.175
1,1,1,27,1,0,53.1
1,1,2,33,1,0,53.1
1,1,2,36,0,0,262.375
1,1,2,30,0,0,86.5
1,1,1,45,0,0,29.7
1,1,2,,0,1,55
-1,1,1,,0,0,0
-1,1,1,27,1,0,136.7792
1,1,2,26,1,0,136.7792
1,1,2,22,0,0,151.55
-1,1,1,,0,0,52
-1,1,1,47,0,0,25.5875
1,1,2,39,1,1,83.1583
-1,1,1,37,1,1,83.1583
1,1,2,64,0,2,83.1583
1,1,2,55,2,0,25.7
-1,1,1,,0,0,26.55
-1,1,1,70,1,1,71
1,1,2,36,0,2,71
1,1,2,64,1,1,26.55
-1,1,1,39,1,0,71.2833
1,1,2,38,1,0,71.2833
1,1,1,51,0,0,26.55
1,1,1,27,0,0,30.5
1,1,2,33,0,0,151.55
-1,1,1,31,1,0,52
1,1,2,27,1,2,52
1,1,1,31,1,0,57
1,1,2,17,1,0,57
1,1,1,53,1,1,81.8583
1,1,1,4,0,2,81.8583
1,1,2,54,1,1,81.8583
-1,1,1,50,1,0,106.425
1,1,2,27,1,1,247.5208
1,1,2,48,1,0,106.425
1,1,2,48,1,0,39.6
1,1,1,49,1,0,56.9292
-1,1,1,39,0,0,29.7
1,1,2,23,0,1,83.1583
1,1,2,38,0,0,227.525
1,1,2,54,1,0,78.2667
-1,1,2,36,0,0,31.6792
-1,1,1,,0,0,221.7792
1,1,2,,0,0,31.6833
1,1,2,,0,0,110.8833
1,1,1,36,0,0,26.3875
